chromosome	coordinate	RE_density	HFC
DpaA	43550000	0.01152	non-HFC
DpaA	43650000	0.01268	non-HFC
DpaA	43750000	0.01192	non-HFC
DpaA	43850000	0.01232	non-HFC
DpaA	43950000	0.01252	non-HFC
DpaA	44050000	0.0128	non-HFC
DpaA	44150000	0.01288	non-HFC
DpaA	44250000	0.01164	non-HFC
DpaA	44350000	0.01244	non-HFC
DpaA	44450000	0.01092	non-HFC
DpaA	44550000	0.01172	non-HFC
DpaA	44650000	0.01252	non-HFC
DpaA	44750000	0.01332	non-HFC
DpaA	44850000	0.01288	non-HFC
DpaA	44950000	0.012	non-HFC
DpaA	45050000	0.0114	non-HFC
DpaA	45150000	0.01136	non-HFC
DpaA	45250000	0.01244	non-HFC
DpaA	45350000	0.0106	non-HFC
DpaA	45450000	0.01076	non-HFC
DpaA	45550000	0.01128	non-HFC
DpaA	45650000	0.01384	non-HFC
DpaA	45750000	0.01208	HFC
DpaA	45850000	0.01188	HFC
DpaA	45950000	0.0112625250501002	HFC
DpaA	46050000	0.00924	HFC
DpaA	46150000	0.01148	HFC
DpaA	46250000	0.01096	HFC
DpaA	46350000	0.00896	HFC
DpaA	46450000	0.00948	HFC
DpaA	46550000	0.00972	HFC
DpaA	46650000	0.01356	HFC
DpaA	46750000	0.01244	HFC
DpaA	46850000	0.01216	HFC
DpaA	46950000	0.0104	HFC
DpaA	47050000	0.01012	HFC
DpaA	47150000	0.01116	HFC
DpaA	47250000	0.01008	HFC
DpaA	47350000	0.01176	HFC
DpaA	47450000	0.01104	HFC
DpaA	47550000	0.01196	HFC
DpaA	47650000	0.0122	HFC
DpaA	47750000	0.012	HFC
DpaA	47850000	0.01188	HFC
DpaA	47950000	0.01132	HFC
DpaA	48050000	0.01344	HFC
DpaA	48150000	0.0128	HFC
DpaA	48250000	0.01264	HFC
DpaA	48350000	0.01164	HFC
DpaA	48450000	0.01128	HFC
DpaA	48550000	0.01012	HFC
DpaA	48650000	0.01128	HFC
DpaA	48750000	0.01168	HFC
DpaA	48850000	0.00988	non-HFC
DpaA	48950000	0.01008	non-HFC
DpaA	49050000	0.01052	non-HFC
DpaA	49150000	0.01204	non-HFC
DpaA	49250000	0.01228	non-HFC
DpaA	49350000	0.01136	non-HFC
DpaA	49450000	0.0122	non-HFC
DpaA	49550000	0.0108	non-HFC
DpaA	49650000	0.0106	non-HFC
DpaA	49750000	0.0102	non-HFC
DpaA	49850000	0.01112	non-HFC
DpaA	49950000	0.01152	non-HFC
DpaA	50050000	0.01104	non-HFC
DpaA	50150000	0.01096	non-HFC
DpaA	50250000	0.01048	non-HFC
DpaA	50350000	0.01116	non-HFC
DpaA	50450000	0.01072	non-HFC
DpaA	50550000	0.01156	non-HFC
DpaA	50650000	0.01032	non-HFC
DpaA	50750000	0.01192	non-HFC
DpaA	50850000	0.0126	non-HFC
DpaA	50950000	0.01104	non-HFC
DpaA	51050000	0.0132	non-HFC
DpaA	51150000	0.01132	non-HFC
DpaA	51250000	0.01192	non-HFC
DpaA	51350000	0.01024	non-HFC
DpaA	51450000	0.0112	non-HFC
DpaA	51550000	0.01148	non-HFC
DpaA	51650000	0.01112	non-HFC
DpaA	51750000	0.01196	non-HFC
DpaA	51850000	0.01236	non-HFC
DpaA	51950000	0.01176	non-HFC
DpaA	52050000	0.01216	non-HFC
DpaA	52150000	0.0114	non-HFC
DpaA	52250000	0.01128	non-HFC
DpaA	52350000	0.01248	non-HFC
DpaA	52450000	0.01156	non-HFC
DpaA	52550000	0.01048	non-HFC
DpaA	52650000	0.0122	non-HFC
DpaA	52750000	0.01232	non-HFC
DpaA	52850000	0.01132	non-HFC
DpaA	52950000	0.0114	non-HFC
DpaA	53050000	0.01184	non-HFC
DpaA	53150000	0.01128	non-HFC
DpaA	53250000	0.01204	non-HFC
DpaA	53350000	0.0114	non-HFC
DpaA	53450000	0.01176	non-HFC
DpaA	53550000	0.01276	non-HFC
DpaA	53650000	0.01156	non-HFC
DpaA	53750000	0.01248	non-HFC
DpaA	53850000	0.0124	non-HFC
DpaA	53950000	0.01272	non-HFC
DpaA	54050000	0.01076	non-HFC
DpaA	54150000	0.01168	non-HFC
DpaA	54250000	0.01204	non-HFC
DpaA	54350000	0.012785571142284569	non-HFC
DpaA	54450000	0.01252	non-HFC
DpaA	54550000	0.0132	non-HFC
DpaA	54650000	0.01124	non-HFC
DpaA	54750000	0.01188	non-HFC
DpaA	54850000	0.0108	non-HFC
DpaA	54950000	0.01156	non-HFC
DpaA	55050000	0.01236	non-HFC
DpaA	55150000	0.0118	non-HFC
DpaA	55250000	0.01268	non-HFC
DpaA	55350000	0.01128	non-HFC
DpaA	55450000	0.01252	non-HFC
DpaA	55550000	0.01256	non-HFC
DpaA	55650000	0.01056	non-HFC
DpaA	55750000	0.01168	non-HFC
DpaA	55850000	0.01176	non-HFC
DpaA	55950000	0.00996	non-HFC
DpaA	56050000	0.01156	non-HFC
DpaA	56150000	0.01156	non-HFC
DpaA	56250000	0.01224	non-HFC
DpaA	56350000	0.01032	non-HFC
DpaA	56450000	0.01076	non-HFC
DpaA	56550000	0.01164	non-HFC
DpaA	56650000	0.0124	non-HFC
DpaA	56750000	0.01336	non-HFC
DpaA	56850000	0.0128	non-HFC
DpaA	56950000	0.01156	non-HFC
DpaA	57050000	0.01324	non-HFC
DpaA	57150000	0.0116	non-HFC
DpaA	57250000	0.01288	non-HFC
DpaA	57350000	0.01324	non-HFC
DpaA	57450000	0.0106	non-HFC
DpaA	57550000	0.0128	non-HFC
DpaA	57650000	0.00936	non-HFC
DpaA	57750000	0.01152	non-HFC
DpaA	57850000	0.01216	non-HFC
DpaA	57950000	0.01128	non-HFC
DpaA	58050000	0.011	non-HFC
DpaA	58150000	0.01088	non-HFC
DpaA	58250000	0.0096	non-HFC
DpaA	58350000	0.01072	non-HFC
DpaA	58450000	0.01148	non-HFC
DpaA	58550000	0.0094	non-HFC
DpaA	58650000	0.011	non-HFC
DpaA	58750000	0.0086	non-HFC
DpaA	58850000	0.00936	non-HFC
DpaA	58950000	0.00908	non-HFC
DpaA	59050000	0.0098	non-HFC
DpaA	59150000	0.01048	non-HFC
DpaA	59250000	0.0106	non-HFC
DpaA	59350000	0.0114	non-HFC
DpaA	59450000	0.01064	non-HFC
DpaA	59550000	0.01288	HFC
DpaA	59650000	0.01064	HFC
DpaA	59750000	0.0112	HFC
DpaA	59850000	0.00976	HFC
DpaA	59950000	0.01252	HFC
DpaA	60050000	0.01104	HFC
DpaA	60150000	0.01156	HFC
DpaA	60250000	0.01072	HFC
DpaA	60350000	0.01084	HFC
DpaA	60450000	0.00952	HFC
DpaA	60550000	0.010741482965931864	HFC
DpaA	60650000	0.01	HFC
DpaA	60750000	0.01344	HFC
DpaA	60850000	0.01176	HFC
DpaA	60950000	0.01008	HFC
DpaA	61050000	0.01236	HFC
DpaA	61150000	0.01032	HFC
DpaA	61250000	0.01332	HFC
DpaA	61350000	0.01156	HFC
DpaA	61450000	0.01084	HFC
DpaA	61550000	0.01116	HFC
DpaA	61650000	0.01088	HFC
DpaA	61750000	0.012449799196787148	HFC
DpaA	61850000	0.01084	HFC
DpaA	61950000	0.01088	HFC
DpaA	62050000	0.01092	HFC
DpaA	62150000	0.01052	HFC
DpaA	62250000	0.00912	HFC
DpaA	62350000	0.0112	HFC
DpaA	62450000	0.01208	HFC
DpaA	62550000	0.0098	non-HFC
DpaA	62650000	0.01104	non-HFC
DpaA	62750000	0.01084	non-HFC
DpaA	62850000	0.01084	non-HFC
DpaA	62950000	0.01072	non-HFC
DpaA	63050000	0.01032	non-HFC
DpaA	63150000	0.01028	non-HFC
DpaA	63250000	0.00924	non-HFC
DpaA	63350000	0.00944	non-HFC
DpaA	63450000	0.01116	non-HFC
DpaA	63550000	0.01148	non-HFC
DpaA	63650000	0.00972	non-HFC
DpaA	63750000	0.01184	non-HFC
DpaA	63850000	0.01188	non-HFC
DpaA	63950000	0.01116	non-HFC
DpaA	64050000	0.0108	non-HFC
DpaA	64150000	0.0108	non-HFC
DpaA	64250000	0.0088	non-HFC
DpaA	64350000	0.01372	non-HFC
DpaA	64450000	0.01164	non-HFC
DpaA	64550000	0.01396	non-HFC
DpaA	64650000	0.01248	non-HFC
DpaA	64750000	0.0122	non-HFC
DpaA	64850000	0.01124	non-HFC
DpaA	64950000	0.01308	non-HFC
DpaA	65050000	0.01176	non-HFC
DpaA	65150000	0.01324	non-HFC
DpaA	65250000	0.01184	non-HFC
DpaA	65350000	0.01192	non-HFC
DpaA	65450000	0.01228	non-HFC
DpaA	65550000	0.0118	non-HFC
DpaA	65650000	0.01144	non-HFC
DpaA	65750000	0.0124	non-HFC
DpaA	65850000	0.01232	non-HFC
DpaA	65950000	0.01168	non-HFC
DpaA	66050000	0.01144	non-HFC
DpaA	66150000	0.01164	non-HFC
DpaA	66250000	0.01232	non-HFC
DpaA	66350000	0.0118	non-HFC
DpaA	66450000	0.01152	non-HFC
DpaA	66550000	0.01064	non-HFC
DpaA	66650000	0.01064	non-HFC
DpaA	66750000	0.01076	non-HFC
DpaA	66850000	0.0132	non-HFC
DpaA	66950000	0.0118	non-HFC
DpaA	67050000	0.01232	non-HFC
DpaA	67150000	0.0118	non-HFC
DpaA	67250000	0.01136	non-HFC
DpaA	67350000	0.01144	non-HFC
DpaA	67450000	0.01132	non-HFC
DpaA	67550000	0.01216	non-HFC
DpaA	67650000	0.01128	non-HFC
DpaA	67750000	0.01232	non-HFC
DpaA	67850000	0.0112	non-HFC
DpaA	67950000	0.0128	non-HFC
DpaA	68050000	0.01176	non-HFC
DpaA	68150000	0.01168	non-HFC
DpaA	68250000	0.0108	non-HFC
DpaA	68350000	0.01132	non-HFC
DpaA	68450000	0.01172	non-HFC
DpaA	68550000	0.01216	non-HFC
DpaA	68650000	0.01296	non-HFC
DpaA	68750000	0.01092	non-HFC
DpaA	68850000	0.01284	non-HFC
DpaA	68950000	0.011	non-HFC
DpaA	69050000	0.01172	non-HFC
DpaA	69150000	0.01068	non-HFC
DpaA	69250000	0.01156	non-HFC
DpaA	69350000	0.01088	non-HFC
DpaA	69450000	0.01324	non-HFC
DpaA	69550000	0.01192	non-HFC
DpaA	69650000	0.01124	non-HFC
DpaA	69750000	0.01196	non-HFC
DpaA	69850000	0.01272	non-HFC
DpaA	69950000	0.01144	non-HFC
DpaA	70050000	0.01312	non-HFC
DpaA	70150000	0.01112	non-HFC
DpaA	70250000	0.01284	non-HFC
DpaA	70350000	0.01288	non-HFC
DpaA	70450000	0.01264	non-HFC
DpaA	70550000	0.0118	non-HFC
DpaA	70650000	0.01088	non-HFC
DpaA	70750000	0.01112	non-HFC
DpaA	70850000	0.012	non-HFC
DpaA	70950000	0.01044	non-HFC
DpaA	71050000	0.011	non-HFC
DpaA	71150000	0.01204	non-HFC
DpaA	71250000	0.01168	non-HFC
DpaA	71350000	0.01128	non-HFC
DpaA	71450000	0.01036	non-HFC
DpaA	71550000	0.01176	non-HFC
DpaA	71650000	0.01144	non-HFC
DpaA	71750000	0.01336	non-HFC
DpaA	71850000	0.0108	non-HFC
DpaA	71950000	0.0066	non-HFC
DpaA	72050000	0.0114	HFC
DpaA	72150000	0.01036	HFC
DpaA	72250000	0.0114	HFC
DpaA	72350000	0.01144	HFC
DpaA	72450000	0.01036	HFC
DpaA	72550000	0.0104	HFC
DpaA	72650000	0.0106	HFC
DpaA	72750000	0.01176	HFC
DpaA	72850000	0.01188	HFC
DpaA	72950000	0.01212	HFC
DpaA	73050000	0.01348	HFC
DpaA	73150000	0.01144	HFC
DpaA	73250000	0.01252	HFC
DpaA	73350000	0.01112	HFC
DpaA	73450000	0.01168	HFC
DpaA	73550000	0.01096	HFC
DpaA	73650000	0.01168	HFC
DpaA	73750000	0.0102	HFC
DpaA	73850000	0.01076	HFC
DpaA	73950000	0.0108	HFC
DpaA	74050000	0.01036	HFC
DpaA	74150000	0.00936	HFC
DpaA	74250000	0.01212	HFC
DpaA	74350000	0.01056	HFC
DpaA	74450000	0.00912	HFC
DpaA	74550000	0.01236	HFC
DpaA	74650000	0.01176	HFC
DpaA	74750000	0.01124	HFC
DpaA	74850000	0.01104	HFC
DpaA	74950000	0.0118	HFC
DpaA	75050000	0.01052	non-HFC
DpaA	75150000	0.01152	non-HFC
DpaA	75250000	0.01076	non-HFC
DpaA	75350000	0.01052	non-HFC
DpaA	75450000	0.01244	non-HFC
DpaA	75550000	0.01128	non-HFC
DpaA	75650000	0.01152	non-HFC
DpaA	75750000	0.01156	non-HFC
DpaA	75850000	0.01096	non-HFC
DpaA	75950000	0.01228	non-HFC
DpaA	76050000	0.01116	non-HFC
DpaA	76150000	0.011	non-HFC
DpaA	76250000	0.01	non-HFC
DpaA	76350000	0.01108	non-HFC
DpaA	76450000	0.0108	non-HFC
DpaA	76550000	0.01112	non-HFC
DpaA	76650000	0.00944	non-HFC
DpaA	76750000	0.0108	non-HFC
DpaA	76850000	0.01136	non-HFC
DpaA	76950000	0.00952	non-HFC
DpaA	77050000	0.012	non-HFC
DpaA	77150000	0.01196	non-HFC
DpaA	77250000	0.01248	non-HFC
DpaA	77350000	0.0136	non-HFC
DpaA	77450000	0.01004	non-HFC
DpaA	77550000	0.012	non-HFC
DpaA	77650000	0.0118	non-HFC
DpaA	77750000	0.01168	non-HFC
DpaA	77850000	0.01228	non-HFC
DpaA	77950000	0.01264	non-HFC
DpaA	78050000	0.01184	non-HFC
DpaA	78150000	0.01248	non-HFC
DpaA	78250000	0.01328	non-HFC
DpaA	78350000	0.01436	non-HFC
DpaA	78450000	0.01212	non-HFC
DpaA	78550000	0.01112	non-HFC
DpaA	78650000	0.01248	non-HFC
DpaA	78750000	0.01268	non-HFC
DpaA	78850000	0.01228	non-HFC
DpaA	78950000	0.01312	non-HFC
DpaA	79050000	0.00992	non-HFC
DpaA	79150000	0.011	non-HFC
DpaA	79250000	0.0126	non-HFC
DpaA	79350000	0.01132	non-HFC
DpaA	79450000	0.01244	non-HFC
DpaA	79550000	0.01128	non-HFC
DpaA	79650000	0.01064	non-HFC
DpaA	79750000	0.01216	non-HFC
DpaA	79850000	0.01156	non-HFC
DpaA	79950000	0.012	non-HFC
DpaA	80050000	0.01216	non-HFC
DpaA	80150000	0.01292	non-HFC
DpaA	80250000	0.0118	non-HFC
DpaA	80350000	0.01176	non-HFC
DpaA	80450000	0.012	non-HFC
DpaA	80550000	0.01104	non-HFC
DpaA	80650000	0.01204	non-HFC
DpaA	80750000	0.01064	non-HFC
DpaA	80850000	0.01252	non-HFC
DpaA	80950000	0.0116	non-HFC
DpaA	81050000	0.01204	non-HFC
DpaA	81150000	0.01136	non-HFC
DpaA	81250000	0.01212	non-HFC
DpaA	81350000	0.01132	non-HFC
DpaA	81450000	0.01108	non-HFC
DpaA	81550000	0.0116	non-HFC
DpaA	81650000	0.01164	non-HFC
DpaA	81750000	0.01096	non-HFC
DpaA	81850000	0.0116	non-HFC
DpaA	81950000	0.01024	non-HFC
DpaA	82050000	0.01216	non-HFC
DpaA	82150000	0.01064	non-HFC
DpaA	82250000	0.01076	non-HFC
DpaA	82350000	0.0114	non-HFC
DpaA	82450000	0.01088	non-HFC
DpaA	82550000	0.01136	non-HFC
DpaA	82650000	0.01036	non-HFC
DpaA	82750000	0.00992	non-HFC
DpaA	82850000	0.01196	non-HFC
DpaA	82950000	0.01216	non-HFC
DpaA	83050000	0.01152	non-HFC
DpaA	83150000	0.01248	non-HFC
DpaA	83250000	0.01184	non-HFC
DpaA	83350000	0.0114	non-HFC
DpaA	83450000	0.01244	non-HFC
DpaA	83550000	0.01124	non-HFC
DpaA	83650000	0.01128	non-HFC
DpaA	83750000	0.01124	non-HFC
DpaA	83850000	0.01076	non-HFC
DpaA	83950000	0.01252	non-HFC
DpaA	84050000	0.01052	non-HFC
DpaA	84150000	0.01024	non-HFC
DpaA	84250000	0.01056	non-HFC
DpaA	84350000	0.01108	non-HFC
DpaA	84450000	0.01064	non-HFC
DpaA	84550000	0.01152	non-HFC
DpaA	84650000	0.01264	non-HFC
DpaA	84750000	0.01248	non-HFC
DpaA	84850000	0.01296	non-HFC
DpaA	84950000	0.01176	non-HFC
DpaA	85050000	0.0064	non-HFC
DpaA	85101575	0.0038095238095238095	non-HFC
DpaB	50000	0.00728	non-HFC
DpaB	150000	0.01088	non-HFC
DpaB	250000	0.00988	non-HFC
DpaB	350000	0.011182364729458917	non-HFC
DpaB	450000	0.00948	non-HFC
DpaB	550000	0.01264	non-HFC
DpaB	650000	0.01332	non-HFC
DpaB	750000	0.01212	non-HFC
DpaB	850000	0.011	non-HFC
DpaB	950000	0.01372	non-HFC
DpaB	1050000	0.01216	non-HFC
DpaB	1150000	0.01148	non-HFC
DpaB	1250000	0.01056	non-HFC
DpaB	1350000	0.01112	non-HFC
DpaB	1450000	0.011	non-HFC
DpaB	1550000	0.01156	non-HFC
DpaB	1650000	0.01112	non-HFC
DpaB	1750000	0.01084	non-HFC
DpaB	1850000	0.01172	non-HFC
DpaB	1950000	0.01068	non-HFC
DpaB	2050000	0.0128	non-HFC
DpaB	2150000	0.012705410821643287	non-HFC
DpaB	2250000	0.01232	non-HFC
DpaB	2350000	0.0124	non-HFC
DpaB	2450000	0.01416	non-HFC
DpaB	2550000	0.01264	non-HFC
DpaB	2650000	0.01348	non-HFC
DpaB	2750000	0.01288	non-HFC
DpaB	2850000	0.01212	non-HFC
DpaB	2950000	0.011	non-HFC
DpaB	3050000	0.01244	non-HFC
DpaB	3150000	0.01216	non-HFC
DpaB	3250000	0.01236	non-HFC
DpaB	3350000	0.01272	non-HFC
DpaB	3450000	0.0132	non-HFC
DpaB	3550000	0.01344	non-HFC
DpaB	3650000	0.0128	non-HFC
DpaB	3750000	0.01224	non-HFC
DpaB	3850000	0.01492	non-HFC
DpaB	3950000	0.01304	non-HFC
DpaB	4050000	0.01288	non-HFC
DpaB	4150000	0.0126	non-HFC
DpaB	4250000	0.01208	non-HFC
DpaB	4350000	0.01356	non-HFC
DpaB	4450000	0.01376	non-HFC
DpaB	4550000	0.01196	non-HFC
DpaB	4650000	0.01388	non-HFC
DpaB	4750000	0.01276	non-HFC
DpaB	4850000	0.01324	non-HFC
DpaB	4950000	0.013	non-HFC
DpaB	5050000	0.01184	non-HFC
DpaB	5150000	0.01436	non-HFC
DpaB	5250000	0.01208	non-HFC
DpaB	5350000	0.01144	non-HFC
DpaB	5450000	0.01292	non-HFC
DpaB	5550000	0.01104	non-HFC
DpaB	5650000	0.01256	non-HFC
DpaB	5750000	0.0116	non-HFC
DpaB	5850000	0.01228	non-HFC
DpaB	5950000	0.01196	non-HFC
DpaB	6050000	0.01232	non-HFC
DpaB	6150000	0.01284	non-HFC
DpaB	6250000	0.01276	non-HFC
DpaB	6350000	0.01268	non-HFC
DpaB	6450000	0.01248	non-HFC
DpaB	6550000	0.0122	non-HFC
DpaB	6650000	0.00996	non-HFC
DpaB	6750000	0.01496	non-HFC
DpaB	6850000	0.0144	non-HFC
DpaB	6950000	0.01136	non-HFC
DpaB	7050000	0.02032	non-HFC
DpaB	7150000	0.01564	non-HFC
DpaB	7250000	0.01208	non-HFC
DpaB	7350000	0.01192	non-HFC
DpaB	7450000	0.01076	non-HFC
DpaB	7550000	0.01164	non-HFC
DpaB	7650000	0.01268	non-HFC
DpaB	7750000	0.01296	non-HFC
DpaB	7850000	0.01316	non-HFC
DpaB	7950000	0.01312	non-HFC
DpaB	8050000	0.01188	non-HFC
DpaB	8150000	0.01284	non-HFC
DpaB	8250000	0.013	non-HFC
DpaB	8350000	0.01144	non-HFC
DpaB	8450000	0.01296	non-HFC
DpaB	8550000	0.01196	non-HFC
DpaB	8650000	0.01164	non-HFC
DpaB	8750000	0.01076	non-HFC
DpaB	8850000	0.01196	non-HFC
DpaB	8950000	0.01212	non-HFC
DpaB	9050000	0.01404	non-HFC
DpaB	9150000	0.01256	non-HFC
DpaB	9250000	0.011	non-HFC
DpaB	9350000	0.01208	non-HFC
DpaB	9450000	0.01276	non-HFC
DpaB	9550000	0.01116	non-HFC
DpaB	9650000	0.01056	non-HFC
DpaB	9750000	0.011	non-HFC
DpaB	9850000	0.0116	non-HFC
DpaB	9950000	0.01368	non-HFC
DpaB	10050000	0.01556	HFC
DpaB	10150000	0.01096	HFC
DpaB	10250000	0.01188	HFC
DpaB	10350000	0.01244	HFC
DpaB	10450000	0.01076	HFC
DpaB	10550000	0.0118	HFC
DpaB	10650000	0.01004	HFC
DpaB	10750000	0.01196	HFC
DpaB	10850000	0.00948	HFC
DpaB	10950000	0.01088	HFC
DpaB	11050000	0.01084	HFC
DpaB	11150000	0.01024	HFC
DpaB	11250000	0.01172	HFC
DpaB	11350000	0.00884	HFC
DpaB	11450000	0.01156	HFC
DpaB	11550000	0.012	HFC
DpaB	11650000	0.01368	HFC
DpaB	11750000	0.01228	HFC
DpaB	11850000	0.0114	HFC
DpaB	11950000	0.00928	HFC
DpaB	12050000	0.01136	HFC
DpaB	12150000	0.01084	HFC
DpaB	12250000	0.01164	HFC
DpaB	12350000	0.01036	HFC
DpaB	12450000	0.01124	HFC
DpaB	12550000	0.01072	HFC
DpaB	12650000	0.01096	HFC
DpaB	12750000	0.01244	HFC
DpaB	12850000	0.01172	HFC
DpaB	12950000	0.01196	HFC
DpaB	13050000	0.01268	non-HFC
DpaB	13150000	0.01184	non-HFC
DpaB	13250000	0.01008	non-HFC
DpaB	13350000	0.01108	non-HFC
DpaB	13450000	0.0122	non-HFC
DpaB	13550000	0.01124	non-HFC
DpaB	13650000	0.01088	non-HFC
DpaB	13750000	0.01104	non-HFC
DpaB	13850000	0.01228	non-HFC
DpaB	13950000	0.01108	non-HFC
DpaB	14050000	0.01156	non-HFC
DpaB	14150000	0.01136	non-HFC
DpaB	14250000	0.01164	non-HFC
DpaB	14350000	0.0128	non-HFC
DpaB	14450000	0.01144	non-HFC
DpaB	14550000	0.01208	non-HFC
DpaB	14650000	0.01132	non-HFC
DpaB	14750000	0.0112	non-HFC
DpaB	14850000	0.01156	non-HFC
DpaB	14950000	0.01376	non-HFC
DpaB	15050000	0.01248	non-HFC
DpaB	15150000	0.01256	non-HFC
DpaB	15250000	0.01168	non-HFC
DpaB	15350000	0.0112	non-HFC
DpaB	15450000	0.01364	non-HFC
DpaB	15550000	0.01296	non-HFC
DpaB	15650000	0.01316	non-HFC
DpaB	15750000	0.01512	non-HFC
DpaB	15850000	0.012	non-HFC
DpaB	15950000	0.01352	non-HFC
DpaB	16050000	0.01364	non-HFC
DpaB	16150000	0.01276	non-HFC
DpaB	16250000	0.01248	non-HFC
DpaB	16350000	0.01252	non-HFC
DpaB	16450000	0.01328	non-HFC
DpaB	16550000	0.01228	non-HFC
DpaB	16650000	0.013	non-HFC
DpaB	16750000	0.0122	non-HFC
DpaB	16850000	0.01096	non-HFC
DpaB	16950000	0.01184	non-HFC
DpaB	17050000	0.01272	non-HFC
DpaB	17150000	0.01184	non-HFC
DpaB	17250000	0.0116	non-HFC
DpaB	17350000	0.01212	non-HFC
DpaB	17450000	0.01272	non-HFC
DpaB	17550000	0.01236	non-HFC
DpaB	17650000	0.0116	non-HFC
DpaB	17750000	0.0058	non-HFC
DpaB	17850000	0.01228	non-HFC
DpaB	17950000	0.01188	non-HFC
DpaB	18050000	0.01176	non-HFC
DpaB	18150000	0.012	non-HFC
DpaB	18250000	0.01176	non-HFC
DpaB	18350000	0.01188	non-HFC
DpaB	18450000	0.01008	non-HFC
DpaB	18550000	0.01316	non-HFC
DpaB	18650000	0.0108	non-HFC
DpaB	18750000	0.0106	non-HFC
DpaB	18850000	0.0104	non-HFC
DpaB	18950000	0.0122	non-HFC
DpaB	19050000	0.01172	non-HFC
DpaB	19150000	0.0122	non-HFC
DpaB	19250000	0.01244	non-HFC
DpaB	19350000	0.01268	non-HFC
DpaB	19450000	0.01244	non-HFC
DpaB	19550000	0.01312	non-HFC
DpaB	19650000	0.01244	non-HFC
DpaB	19750000	0.01264	non-HFC
DpaB	19850000	0.010460921843687375	non-HFC
DpaB	19950000	0.0114	non-HFC
DpaB	20050000	0.01184	non-HFC
DpaB	20150000	0.012	non-HFC
DpaB	20250000	0.01204	non-HFC
DpaB	20350000	0.01084	non-HFC
DpaB	20450000	0.01208	non-HFC
DpaB	20550000	0.01112	non-HFC
DpaB	20650000	0.01024	non-HFC
DpaB	20750000	0.01248	non-HFC
DpaB	20850000	0.01096	non-HFC
DpaB	20950000	0.01132	non-HFC
DpaB	21050000	0.01104	non-HFC
DpaB	21150000	0.01292	non-HFC
DpaB	21250000	0.01172	non-HFC
DpaB	21350000	0.01152	non-HFC
DpaB	21450000	0.01204	non-HFC
DpaB	21550000	0.01236	non-HFC
DpaB	21650000	0.01116	non-HFC
DpaB	21750000	0.01296	non-HFC
DpaB	21850000	0.01072	non-HFC
DpaB	21950000	0.01148	non-HFC
DpaB	22050000	0.01144	non-HFC
DpaB	22150000	0.01088	non-HFC
DpaB	22250000	0.01328	non-HFC
DpaB	22350000	0.0124	non-HFC
DpaB	22450000	0.01292	non-HFC
DpaB	22550000	0.01132	non-HFC
DpaB	22650000	0.01204	non-HFC
DpaB	22750000	0.01132	non-HFC
DpaB	22850000	0.01148	non-HFC
DpaB	22950000	0.01228	non-HFC
DpaB	23050000	0.01216	non-HFC
DpaB	23150000	0.01232	non-HFC
DpaB	23250000	0.01152	non-HFC
DpaB	23350000	0.01184	non-HFC
DpaB	23450000	0.01308	non-HFC
DpaB	23550000	0.01196	non-HFC
DpaB	23650000	0.013	non-HFC
DpaB	23750000	0.01292	non-HFC
DpaB	23850000	0.01090180360721443	non-HFC
DpaB	23950000	0.01048	non-HFC
DpaB	24050000	0.00964	non-HFC
DpaB	24150000	0.01272	non-HFC
DpaB	24250000	0.0116	non-HFC
DpaB	24350000	0.01288	non-HFC
DpaB	24450000	0.01196	non-HFC
DpaB	24550000	0.01068	non-HFC
DpaB	24650000	0.0126	non-HFC
DpaB	24750000	0.01308	non-HFC
DpaB	24850000	0.01312	non-HFC
DpaB	24950000	0.01124	non-HFC
DpaB	25050000	0.01116	non-HFC
DpaB	25150000	0.01228	non-HFC
DpaB	25250000	0.01248	non-HFC
DpaB	25350000	0.01188	HFC
DpaB	25450000	0.01116	HFC
DpaB	25550000	0.00852	HFC
DpaB	25650000	0.01048	HFC
DpaB	25750000	0.01132	HFC
DpaB	25850000	0.0132	HFC
DpaB	25950000	0.01176	HFC
DpaB	26050000	0.01256	HFC
DpaB	26150000	0.01172	HFC
DpaB	26250000	0.01152	HFC
DpaB	26350000	0.01112	HFC
DpaB	26450000	0.0122	HFC
DpaB	26550000	0.01112	HFC
DpaB	26650000	0.01104	HFC
DpaB	26750000	0.01196	HFC
DpaB	26850000	0.01012	HFC
DpaB	26950000	0.01016	HFC
DpaB	27050000	0.01144	HFC
DpaB	27150000	0.01152	HFC
DpaB	27250000	0.01212	HFC
DpaB	27350000	0.01256	HFC
DpaB	27450000	0.0112	HFC
DpaB	27550000	0.01176	HFC
DpaB	27650000	0.00956	HFC
DpaB	27750000	0.01168	HFC
DpaB	27850000	0.01244	HFC
DpaB	27950000	0.01188	HFC
DpaB	28050000	0.01236	HFC
DpaB	28150000	0.0122	HFC
DpaB	28250000	0.011	HFC
DpaB	28350000	0.0114	non-HFC
DpaB	28450000	0.01388	non-HFC
DpaB	28550000	0.011	non-HFC
DpaB	28650000	0.01292	non-HFC
DpaB	28750000	0.01268	non-HFC
DpaB	28850000	0.0132	non-HFC
DpaB	28950000	0.010981963927855712	non-HFC
DpaB	29050000	0.01108	non-HFC
DpaB	29150000	0.01064	non-HFC
DpaB	29250000	0.0128	non-HFC
DpaB	29350000	0.01012	non-HFC
DpaB	29450000	0.00992	non-HFC
DpaB	29550000	0.0124	non-HFC
DpaB	29650000	0.01036	non-HFC
