chromosome	coordinate	exon_density	HFC
DpaA	43350000	0.19731	non-HFC
DpaA	43450000	0.18342	non-HFC
DpaA	43550000	0.25941	non-HFC
DpaA	43650000	0.23859	non-HFC
DpaA	43750000	0.24466	non-HFC
DpaA	43850000	0.18404	non-HFC
DpaA	43950000	0.16758	non-HFC
DpaA	44050000	0.20063	non-HFC
DpaA	44150000	0.27604	non-HFC
DpaA	44250000	0.25306	non-HFC
DpaA	44350000	0.21198	non-HFC
DpaA	44450000	0.18615	non-HFC
DpaA	44550000	0.19218	non-HFC
DpaA	44650000	0.21747	non-HFC
DpaA	44750000	0.24815	non-HFC
DpaA	44850000	0.1992	non-HFC
DpaA	44950000	0.24472	non-HFC
DpaA	45050000	0.22205	non-HFC
DpaA	45150000	0.26865	non-HFC
DpaA	45250000	0.24478	non-HFC
DpaA	45350000	0.20415	non-HFC
DpaA	45450000	0.1537	non-HFC
DpaA	45550000	0.23703	non-HFC
DpaA	45650000	0.22983	non-HFC
DpaA	45750000	0.20058	HFC
DpaA	45850000	0.26381	HFC
DpaA	45950000	0.25600200400801604	HFC
DpaA	46050000	0.24442	HFC
DpaA	46150000	0.31882	HFC
DpaA	46250000	0.20712	HFC
DpaA	46350000	0.21102	HFC
DpaA	46450000	0.26109	HFC
DpaA	46550000	0.26925	HFC
DpaA	46650000	0.1413	HFC
DpaA	46750000	0.18093	HFC
DpaA	46850000	0.15426	HFC
DpaA	46950000	0.32158	HFC
DpaA	47050000	0.3044	HFC
DpaA	47150000	0.27775	HFC
DpaA	47250000	0.24759	HFC
DpaA	47350000	0.26892	HFC
DpaA	47450000	0.19507	HFC
DpaA	47550000	0.31058	HFC
DpaA	47650000	0.40305	HFC
DpaA	47750000	0.29295	HFC
DpaA	47850000	0.36975	HFC
DpaA	47950000	0.33381	HFC
DpaA	48050000	0.34581	HFC
DpaA	48150000	0.40738	HFC
DpaA	48250000	0.31882	HFC
DpaA	48350000	0.38285	HFC
DpaA	48450000	0.26754	HFC
DpaA	48550000	0.30925	HFC
DpaA	48650000	0.24991	HFC
DpaA	48750000	0.27861	HFC
DpaA	48850000	0.32845	non-HFC
DpaA	48950000	0.3368	non-HFC
DpaA	49050000	0.32246	non-HFC
DpaA	49150000	0.3219	non-HFC
DpaA	49250000	0.16737	non-HFC
DpaA	49350000	0.29678	non-HFC
DpaA	49450000	0.24499	non-HFC
DpaA	49550000	0.22747	non-HFC
DpaA	49650000	0.27498	non-HFC
DpaA	49750000	0.19279	non-HFC
DpaA	49850000	0.15335	non-HFC
DpaA	49950000	0.20805	non-HFC
DpaA	50050000	0.29284	non-HFC
DpaA	50150000	0.16015	non-HFC
DpaA	50250000	0.11385	non-HFC
DpaA	50350000	0.20545	non-HFC
DpaA	50450000	0.16442	non-HFC
DpaA	50550000	0.21942	non-HFC
DpaA	50650000	0.23196	non-HFC
DpaA	50750000	0.22985	non-HFC
DpaA	50850000	0.24211	non-HFC
DpaA	50950000	0.1575	non-HFC
DpaA	51050000	0.17334	non-HFC
DpaA	51150000	0.19542	non-HFC
DpaA	51250000	0.23463	non-HFC
DpaA	51350000	0.20724	non-HFC
DpaA	51450000	0.18813	non-HFC
DpaA	51550000	0.24282	non-HFC
DpaA	51650000	0.21315	non-HFC
DpaA	51750000	0.20346	non-HFC
DpaA	51850000	0.29602	non-HFC
DpaA	51950000	0.18339	non-HFC
DpaA	52050000	0.19065	non-HFC
DpaA	52150000	0.22533	non-HFC
DpaA	52250000	0.16545	non-HFC
DpaA	52350000	0.23877	non-HFC
DpaA	52450000	0.15255	non-HFC
DpaA	52550000	0.23049	non-HFC
DpaA	52650000	0.32161	non-HFC
DpaA	52750000	0.19688	non-HFC
DpaA	52850000	0.31161	non-HFC
DpaA	52950000	0.21409	non-HFC
DpaA	53050000	0.23714	non-HFC
DpaA	53150000	0.29498	non-HFC
DpaA	53250000	0.3051	non-HFC
DpaA	53350000	0.22616	non-HFC
DpaA	53450000	0.26483	non-HFC
DpaA	53550000	0.2277	non-HFC
DpaA	53650000	0.26316	non-HFC
DpaA	53750000	0.25206	non-HFC
DpaA	53850000	0.31243	non-HFC
DpaA	53950000	0.2172	non-HFC
DpaA	54050000	0.28635	non-HFC
DpaA	54150000	0.19111	non-HFC
DpaA	54250000	0.2564	non-HFC
DpaA	54350000	0.12329659318637275	non-HFC
DpaA	54450000	0.28383	non-HFC
DpaA	54550000	0.2784	non-HFC
DpaA	54650000	0.20689	non-HFC
DpaA	54750000	0.28517	non-HFC
DpaA	54850000	0.23195	non-HFC
DpaA	54950000	0.31889	non-HFC
DpaA	55050000	0.24799	non-HFC
DpaA	55150000	0.28153	non-HFC
DpaA	55250000	0.2464	non-HFC
DpaA	55350000	0.20007	non-HFC
DpaA	55450000	0.23089	non-HFC
DpaA	55550000	0.27464	non-HFC
DpaA	55650000	0.22949	non-HFC
DpaA	55750000	0.29839	non-HFC
DpaA	55850000	0.26585	non-HFC
DpaA	55950000	0.39619	non-HFC
DpaA	56050000	0.23195	non-HFC
DpaA	56150000	0.29172	non-HFC
DpaA	56250000	0.20382	non-HFC
DpaA	56350000	0.26855	non-HFC
DpaA	56450000	0.24563	non-HFC
DpaA	56550000	0.21348	non-HFC
DpaA	56650000	0.23754	non-HFC
DpaA	56750000	0.23643	non-HFC
DpaA	56850000	0.29699	non-HFC
DpaA	56950000	0.22879	non-HFC
DpaA	57050000	0.20541	non-HFC
DpaA	57150000	0.24258	non-HFC
DpaA	57250000	0.2358	non-HFC
DpaA	57350000	0.21289	non-HFC
DpaA	57450000	0.28108	non-HFC
DpaA	57550000	0.20152	non-HFC
DpaA	57650000	0.21634	non-HFC
DpaA	57750000	0.13896	non-HFC
DpaA	57850000	0.22816	non-HFC
DpaA	57950000	0.24532	non-HFC
DpaA	58050000	0.29777	non-HFC
DpaA	58150000	0.25782	non-HFC
DpaA	58250000	0.27473	non-HFC
DpaA	58350000	0.26325	non-HFC
DpaA	58450000	0.15495	non-HFC
DpaA	58550000	0.22603	non-HFC
DpaA	58650000	0.21348	non-HFC
DpaA	58750000	0.21557	non-HFC
DpaA	58850000	0.27819	non-HFC
DpaA	58950000	0.17328	non-HFC
DpaA	59050000	0.22985	non-HFC
DpaA	59150000	0.1686	non-HFC
DpaA	59250000	0.2449	non-HFC
DpaA	59350000	0.23112	non-HFC
DpaA	59450000	0.20499	non-HFC
DpaA	59550000	0.20751	HFC
DpaA	59650000	0.24052	HFC
DpaA	59750000	0.23955	HFC
DpaA	59850000	0.2577	HFC
DpaA	59950000	0.23082	HFC
DpaA	60050000	0.2624	HFC
DpaA	60150000	0.30121	HFC
DpaA	60250000	0.18435	HFC
DpaA	60350000	0.2988	HFC
DpaA	60450000	0.27143	HFC
DpaA	60550000	0.20417835671342685	HFC
DpaA	60650000	0.26142	HFC
DpaA	60750000	0.40432	HFC
DpaA	60850000	0.30963	HFC
DpaA	60950000	0.20044	HFC
DpaA	61050000	0.27794	HFC
DpaA	61150000	0.41746	HFC
DpaA	61250000	0.3412	HFC
DpaA	61350000	0.35759	HFC
DpaA	61450000	0.29524	HFC
DpaA	61550000	0.31145	HFC
DpaA	61650000	0.35102	HFC
DpaA	61750000	0.3816064257028112	HFC
DpaA	61850000	0.26954	HFC
DpaA	61950000	0.21788	HFC
DpaA	62050000	0.24619	HFC
DpaA	62150000	0.25929	HFC
DpaA	62250000	0.30891	HFC
DpaA	62350000	0.36352	HFC
DpaA	62450000	0.27587	HFC
DpaA	62550000	0.19934	non-HFC
DpaA	62650000	0.19449	non-HFC
DpaA	62750000	0.26064	non-HFC
DpaA	62850000	0.20644	non-HFC
DpaA	62950000	0.28545	non-HFC
DpaA	63050000	0.15236	non-HFC
DpaA	63150000	0.28495	non-HFC
DpaA	63250000	0.27384	non-HFC
DpaA	63350000	0.19405	non-HFC
DpaA	63450000	0.17094	non-HFC
DpaA	63550000	0.23153	non-HFC
DpaA	63650000	0.16498	non-HFC
DpaA	63750000	0.17349	non-HFC
DpaA	63850000	0.18868	non-HFC
DpaA	63950000	0.31121	non-HFC
DpaA	64050000	0.1874	non-HFC
DpaA	64150000	0.17261	non-HFC
DpaA	64250000	0.31895	non-HFC
DpaA	64350000	0.20116	non-HFC
DpaA	64450000	0.15836	non-HFC
DpaA	64550000	0.27366	non-HFC
DpaA	64650000	0.23622	non-HFC
DpaA	64750000	0.18479	non-HFC
DpaA	64850000	0.24737	non-HFC
DpaA	64950000	0.27648	non-HFC
DpaA	65050000	0.21857	non-HFC
DpaA	65150000	0.23239	non-HFC
DpaA	65250000	0.22934	non-HFC
DpaA	65350000	0.25728	non-HFC
DpaA	65450000	0.23773	non-HFC
DpaA	65550000	0.17582	non-HFC
DpaA	65650000	0.21948	non-HFC
DpaA	65750000	0.30624	non-HFC
DpaA	65850000	0.26733	non-HFC
DpaA	65950000	0.28337	non-HFC
DpaA	66050000	0.22718	non-HFC
DpaA	66150000	0.28652	non-HFC
DpaA	66250000	0.25516	non-HFC
DpaA	66350000	0.23151	non-HFC
DpaA	66450000	0.26067	non-HFC
DpaA	66550000	0.23655	non-HFC
DpaA	66650000	0.25282	non-HFC
DpaA	66750000	0.18684	non-HFC
DpaA	66850000	0.21234	non-HFC
DpaA	66950000	0.21789	non-HFC
DpaA	67050000	0.24795	non-HFC
DpaA	67150000	0.24854	non-HFC
DpaA	67250000	0.17	non-HFC
DpaA	67350000	0.22046	non-HFC
DpaA	67450000	0.2585	non-HFC
DpaA	67550000	0.25962	non-HFC
DpaA	67650000	0.20571	non-HFC
DpaA	67750000	0.30934	non-HFC
DpaA	67850000	0.23536	non-HFC
DpaA	67950000	0.24956	non-HFC
DpaA	68050000	0.27455	non-HFC
DpaA	68150000	0.16387	non-HFC
DpaA	68250000	0.26084	non-HFC
DpaA	68350000	0.29072	non-HFC
DpaA	68450000	0.22846	non-HFC
DpaA	68550000	0.27412	non-HFC
DpaA	68650000	0.25767	non-HFC
DpaA	68750000	0.29915	non-HFC
DpaA	68850000	0.27612	non-HFC
DpaA	68950000	0.17817	non-HFC
DpaA	69050000	0.27656	non-HFC
DpaA	69150000	0.18769	non-HFC
DpaA	69250000	0.25454	non-HFC
DpaA	69350000	0.25352	non-HFC
DpaA	69450000	0.26057	non-HFC
DpaA	69550000	0.20145	non-HFC
DpaA	69650000	0.13525	non-HFC
DpaA	69750000	0.14442	non-HFC
DpaA	69850000	0.1767	non-HFC
DpaA	69950000	0.13985	non-HFC
DpaA	70050000	0.20312	non-HFC
DpaA	70150000	0.13116	non-HFC
DpaA	70250000	0.19877	non-HFC
DpaA	70350000	0.2814	non-HFC
DpaA	70450000	0.1448	non-HFC
DpaA	70550000	0.24942	non-HFC
DpaA	70650000	0.25681	non-HFC
DpaA	70750000	0.25653	non-HFC
DpaA	70850000	0.20062	non-HFC
DpaA	70950000	0.18165	non-HFC
DpaA	71050000	0.19118	non-HFC
DpaA	71150000	0.22417	non-HFC
DpaA	71250000	0.23072	non-HFC
DpaA	71350000	0.23775	non-HFC
DpaA	71450000	0.2286	non-HFC
DpaA	71550000	0.23957	non-HFC
DpaA	71650000	0.15816	non-HFC
DpaA	71750000	0.41103	non-HFC
DpaA	71850000	0.26456	non-HFC
DpaA	71950000	0.39445	non-HFC
DpaA	72050000	0.5271	HFC
DpaA	72150000	0.23583	HFC
DpaA	72250000	0.20966	HFC
DpaA	72350000	0.19758	HFC
DpaA	72450000	0.28808	HFC
DpaA	72550000	0.27273	HFC
DpaA	72650000	0.36288	HFC
DpaA	72750000	0.22352	HFC
DpaA	72850000	0.26827	HFC
DpaA	72950000	0.14439	HFC
DpaA	73050000	0.34833	HFC
DpaA	73150000	0.28581	HFC
DpaA	73250000	0.35608	HFC
DpaA	73350000	0.32931	HFC
DpaA	73450000	0.31143	HFC
DpaA	73550000	0.27961	HFC
DpaA	73650000	0.29569	HFC
DpaA	73750000	0.22662	HFC
DpaA	73850000	0.26187	HFC
DpaA	73950000	0.251	HFC
DpaA	74050000	0.26678	HFC
DpaA	74150000	0.33609	HFC
DpaA	74250000	0.25376	HFC
DpaA	74350000	0.21026	HFC
DpaA	74450000	0.31042	HFC
DpaA	74550000	0.26065	HFC
DpaA	74650000	0.21958	HFC
DpaA	74750000	0.26041	HFC
DpaA	74850000	0.27461	HFC
DpaA	74950000	0.22705	HFC
DpaA	75050000	0.26943	non-HFC
DpaA	75150000	0.1908	non-HFC
DpaA	75250000	0.26443	non-HFC
DpaA	75350000	0.27781	non-HFC
DpaA	75450000	0.26052	non-HFC
DpaA	75550000	0.21502	non-HFC
DpaA	75650000	0.21391	non-HFC
DpaA	75750000	0.25468	non-HFC
DpaA	75850000	0.1997	non-HFC
DpaA	75950000	0.24453	non-HFC
DpaA	76050000	0.15252	non-HFC
DpaA	76150000	0.18593	non-HFC
DpaA	76250000	0.21864	non-HFC
DpaA	76350000	0.17395	non-HFC
DpaA	76450000	0.16502	non-HFC
DpaA	76550000	0.17253	non-HFC
DpaA	76650000	0.19941	non-HFC
DpaA	76750000	0.14802	non-HFC
DpaA	76850000	0.17209	non-HFC
DpaA	76950000	0.25317	non-HFC
DpaA	77050000	0.16787	non-HFC
DpaA	77150000	0.2437	non-HFC
DpaA	77250000	0.30404	non-HFC
DpaA	77350000	0.19659	non-HFC
DpaA	77450000	0.32721	non-HFC
DpaA	77550000	0.25308	non-HFC
DpaA	77650000	0.22696	non-HFC
DpaA	77750000	0.20095	non-HFC
DpaA	77850000	0.18545	non-HFC
DpaA	77950000	0.32397	non-HFC
DpaA	78050000	0.43001	non-HFC
DpaA	78150000	0.2526	non-HFC
DpaA	78250000	0.23898	non-HFC
DpaA	78350000	0.28936	non-HFC
DpaA	78450000	0.25408	non-HFC
DpaA	78550000	0.29641	non-HFC
DpaA	78650000	0.1775	non-HFC
DpaA	78750000	0.26595	non-HFC
DpaA	78850000	0.27442	non-HFC
DpaA	78950000	0.22616	non-HFC
DpaA	79050000	0.31518	non-HFC
DpaA	79150000	0.24129	non-HFC
DpaA	79250000	0.17602	non-HFC
DpaA	79350000	0.21737	non-HFC
DpaA	79450000	0.28611	non-HFC
DpaA	79550000	0.1692	non-HFC
DpaA	79650000	0.31252	non-HFC
DpaA	79750000	0.20139	non-HFC
DpaA	79850000	0.28521	non-HFC
DpaA	79950000	0.2113	non-HFC
DpaA	80050000	0.24042	non-HFC
DpaA	80150000	0.24379	non-HFC
DpaA	80250000	0.24702	non-HFC
DpaA	80350000	0.22383	non-HFC
DpaA	80450000	0.18606	non-HFC
DpaA	80550000	0.18803	non-HFC
DpaA	80650000	0.15352	non-HFC
DpaA	80750000	0.12073	non-HFC
DpaA	80850000	0.25815	non-HFC
DpaA	80950000	0.21858	non-HFC
DpaA	81050000	0.23146	non-HFC
DpaA	81150000	0.14458	non-HFC
DpaA	81250000	0.223	non-HFC
DpaA	81350000	0.3031	non-HFC
DpaA	81450000	0.2656	non-HFC
DpaA	81550000	0.23059	non-HFC
DpaA	81650000	0.17201	non-HFC
DpaA	81750000	0.28808	non-HFC
DpaA	81850000	0.18799	non-HFC
DpaA	81950000	0.30528	non-HFC
DpaA	82050000	0.28105	non-HFC
DpaA	82150000	0.28578	non-HFC
DpaA	82250000	0.2631	non-HFC
DpaA	82350000	0.32884	non-HFC
DpaA	82450000	0.22686	non-HFC
DpaA	82550000	0.19197	non-HFC
DpaA	82650000	0.234	non-HFC
DpaA	82750000	0.28179	non-HFC
DpaA	82850000	0.35805	non-HFC
DpaA	82950000	0.22297	non-HFC
DpaA	83050000	0.26576	non-HFC
DpaA	83150000	0.20769	non-HFC
DpaA	83250000	0.21166	non-HFC
DpaA	83350000	0.22388	non-HFC
DpaA	83450000	0.23129	non-HFC
DpaA	83550000	0.2722	non-HFC
DpaA	83650000	0.14847	non-HFC
DpaA	83750000	0.26634	non-HFC
DpaA	83850000	0.28976	non-HFC
DpaA	83950000	0.19501	non-HFC
DpaA	84050000	0.22353	non-HFC
DpaA	84150000	0.25698	non-HFC
DpaA	84250000	0.25354	non-HFC
DpaA	84350000	0.29052	non-HFC
DpaA	84450000	0.28131	non-HFC
DpaA	84550000	0.2184	non-HFC
DpaA	84650000	0.35047	non-HFC
DpaA	84750000	0.22374	non-HFC
DpaA	84850000	0.15637	non-HFC
DpaA	84950000	0.11634	non-HFC
DpaA	85050000	0.11454	non-HFC
DpaA	85101575	0.0	non-HFC
DpaB	50000	0.10642	non-HFC
DpaB	150000	0.20697	non-HFC
DpaB	250000	0.20318	non-HFC
DpaB	350000	0.21309619238476954	non-HFC
DpaB	450000	0.19796	non-HFC
DpaB	550000	0.23915	non-HFC
DpaB	650000	0.23477	non-HFC
DpaB	750000	0.31467	non-HFC
DpaB	850000	0.23314	non-HFC
DpaB	950000	0.23323	non-HFC
DpaB	1050000	0.15005	non-HFC
DpaB	1150000	0.25729	non-HFC
DpaB	1250000	0.23601	non-HFC
DpaB	1350000	0.35308	non-HFC
DpaB	1450000	0.26874	non-HFC
DpaB	1550000	0.23861	non-HFC
DpaB	1650000	0.3169	non-HFC
DpaB	1750000	0.23368	non-HFC
DpaB	1850000	0.27117	non-HFC
DpaB	1950000	0.2926	non-HFC
DpaB	2050000	0.18755	non-HFC
DpaB	2150000	0.009739478957915831	non-HFC
DpaB	2250000	0.06098	non-HFC
DpaB	2350000	0.23209	non-HFC
DpaB	2450000	0.26257	non-HFC
DpaB	2550000	0.19478	non-HFC
DpaB	2650000	0.22723	non-HFC
DpaB	2750000	0.25974	non-HFC
DpaB	2850000	0.11429	non-HFC
DpaB	2950000	0.17793	non-HFC
DpaB	3050000	0.22476	non-HFC
DpaB	3150000	0.16593	non-HFC
DpaB	3250000	0.15099	non-HFC
DpaB	3350000	0.1608	non-HFC
DpaB	3450000	0.1406	non-HFC
DpaB	3550000	0.19365	non-HFC
DpaB	3650000	0.16545	non-HFC
DpaB	3750000	0.17817	non-HFC
DpaB	3850000	0.21837	non-HFC
DpaB	3950000	0.1608	non-HFC
DpaB	4050000	0.20454	non-HFC
DpaB	4150000	0.20033	non-HFC
DpaB	4250000	0.22488	non-HFC
DpaB	4350000	0.19426	non-HFC
DpaB	4450000	0.36592	non-HFC
DpaB	4550000	0.26857	non-HFC
DpaB	4650000	0.30088	non-HFC
DpaB	4750000	0.26744	non-HFC
DpaB	4850000	0.23886	non-HFC
DpaB	4950000	0.17511	non-HFC
DpaB	5050000	0.22653	non-HFC
DpaB	5150000	0.21529	non-HFC
DpaB	5250000	0.2129	non-HFC
DpaB	5350000	0.18801	non-HFC
DpaB	5450000	0.1774	non-HFC
DpaB	5550000	0.22412	non-HFC
DpaB	5650000	0.2323	non-HFC
DpaB	5750000	0.1941	non-HFC
DpaB	5850000	0.20439	non-HFC
DpaB	5950000	0.17445	non-HFC
DpaB	6050000	0.18078	non-HFC
DpaB	6150000	0.16424	non-HFC
DpaB	6250000	0.20381	non-HFC
DpaB	6350000	0.11526	non-HFC
DpaB	6450000	0.21036	non-HFC
DpaB	6550000	0.21175	non-HFC
DpaB	6650000	0.25629	non-HFC
DpaB	6750000	0.17059	non-HFC
DpaB	6850000	0.24489	non-HFC
DpaB	6950000	0.21625	non-HFC
DpaB	7050000	0.03903	non-HFC
DpaB	7150000	0.11067	non-HFC
DpaB	7250000	0.25464	non-HFC
DpaB	7350000	0.21714	non-HFC
DpaB	7450000	0.18364	non-HFC
DpaB	7550000	0.21788	non-HFC
DpaB	7650000	0.25311	non-HFC
DpaB	7750000	0.26117	non-HFC
DpaB	7850000	0.26716	non-HFC
DpaB	7950000	0.27637	non-HFC
DpaB	8050000	0.25835	non-HFC
DpaB	8150000	0.27747	non-HFC
DpaB	8250000	0.19629	non-HFC
DpaB	8350000	0.18091	non-HFC
DpaB	8450000	0.26181	non-HFC
DpaB	8550000	0.27583	non-HFC
DpaB	8650000	0.23937	non-HFC
DpaB	8750000	0.20366	non-HFC
DpaB	8850000	0.24727	non-HFC
DpaB	8950000	0.22503	non-HFC
DpaB	9050000	0.21771	non-HFC
DpaB	9150000	0.3089	non-HFC
DpaB	9250000	0.37948	non-HFC
DpaB	9350000	0.18695	non-HFC
DpaB	9450000	0.19888	non-HFC
DpaB	9550000	0.25844	non-HFC
DpaB	9650000	0.18818	non-HFC
DpaB	9750000	0.23937	non-HFC
DpaB	9850000	0.19554	non-HFC
DpaB	9950000	0.26285	non-HFC
DpaB	10050000	0.37845	HFC
DpaB	10150000	0.24468	HFC
DpaB	10250000	0.29489	HFC
DpaB	10350000	0.19365	HFC
DpaB	10450000	0.20159	HFC
DpaB	10550000	0.17784	HFC
DpaB	10650000	0.2079	HFC
DpaB	10750000	0.21353	HFC
DpaB	10850000	0.20781	HFC
DpaB	10950000	0.27165	HFC
DpaB	11050000	0.10935	HFC
DpaB	11150000	0.20154	HFC
DpaB	11250000	0.18415	HFC
DpaB	11350000	0.21319	HFC
DpaB	11450000	0.26774	HFC
DpaB	11550000	0.21639	HFC
DpaB	11650000	0.19254	HFC
DpaB	11750000	0.26719	HFC
DpaB	11850000	0.56168	HFC
DpaB	11950000	0.23	HFC
DpaB	12050000	0.20159	HFC
DpaB	12150000	0.2858	HFC
DpaB	12250000	0.23359	HFC
DpaB	12350000	0.24616	HFC
DpaB	12450000	0.29459	HFC
DpaB	12550000	0.34312	HFC
DpaB	12650000	0.3769	HFC
DpaB	12750000	0.33798	HFC
DpaB	12850000	0.35823	HFC
DpaB	12950000	0.31649	HFC
DpaB	13050000	0.2911	non-HFC
DpaB	13150000	0.40319	non-HFC
DpaB	13250000	0.38424	non-HFC
DpaB	13350000	0.32745	non-HFC
DpaB	13450000	0.3069	non-HFC
DpaB	13550000	0.29755	non-HFC
DpaB	13650000	0.25769	non-HFC
DpaB	13750000	0.27085	non-HFC
DpaB	13850000	0.20714	non-HFC
DpaB	13950000	0.24334	non-HFC
DpaB	14050000	0.27492	non-HFC
DpaB	14150000	0.2529	non-HFC
DpaB	14250000	0.18688	non-HFC
DpaB	14350000	0.20825	non-HFC
DpaB	14450000	0.14491	non-HFC
DpaB	14550000	0.18095	non-HFC
DpaB	14650000	0.18767	non-HFC
DpaB	14750000	0.11406	non-HFC
DpaB	14850000	0.18181	non-HFC
DpaB	14950000	0.1233	non-HFC
DpaB	15050000	0.25461	non-HFC
DpaB	15150000	0.25959	non-HFC
DpaB	15250000	0.26283	non-HFC
DpaB	15350000	0.2322	non-HFC
DpaB	15450000	0.19628	non-HFC
DpaB	15550000	0.25164	non-HFC
DpaB	15650000	0.17735	non-HFC
DpaB	15750000	0.21823	non-HFC
DpaB	15850000	0.17203	non-HFC
DpaB	15950000	0.2789	non-HFC
DpaB	16050000	0.24621	non-HFC
DpaB	16150000	0.2397	non-HFC
DpaB	16250000	0.20394	non-HFC
DpaB	16350000	0.11014	non-HFC
DpaB	16450000	0.30468	non-HFC
DpaB	16550000	0.18453	non-HFC
DpaB	16650000	0.20638	non-HFC
DpaB	16750000	0.24393	non-HFC
DpaB	16850000	0.29752	non-HFC
DpaB	16950000	0.27736	non-HFC
DpaB	17050000	0.23847	non-HFC
DpaB	17150000	0.16491	non-HFC
DpaB	17250000	0.22038	non-HFC
DpaB	17350000	0.18768	non-HFC
DpaB	17450000	0.29448	non-HFC
DpaB	17550000	0.29339	non-HFC
DpaB	17650000	0.22887	non-HFC
DpaB	17750000	0.13231	non-HFC
DpaB	17850000	0.2148	non-HFC
DpaB	17950000	0.2251	non-HFC
DpaB	18050000	0.27705	non-HFC
DpaB	18150000	0.2047	non-HFC
DpaB	18250000	0.24936	non-HFC
DpaB	18350000	0.22557	non-HFC
DpaB	18450000	0.2139	non-HFC
DpaB	18550000	0.2859	non-HFC
DpaB	18650000	0.24879	non-HFC
DpaB	18750000	0.25227	non-HFC
DpaB	18850000	0.25802	non-HFC
DpaB	18950000	0.17753	non-HFC
DpaB	19050000	0.26282	non-HFC
DpaB	19150000	0.21014	non-HFC
DpaB	19250000	0.31231	non-HFC
DpaB	19350000	0.21524	non-HFC
DpaB	19450000	0.21064	non-HFC
DpaB	19550000	0.3221	non-HFC
DpaB	19650000	0.24031	non-HFC
DpaB	19750000	0.2791	non-HFC
DpaB	19850000	0.25061122244488976	non-HFC
DpaB	19950000	0.21018	non-HFC
DpaB	20050000	0.21459	non-HFC
DpaB	20150000	0.21266	non-HFC
DpaB	20250000	0.20699	non-HFC
DpaB	20350000	0.25344	non-HFC
DpaB	20450000	0.27803	non-HFC
DpaB	20550000	0.20357	non-HFC
DpaB	20650000	0.28642	non-HFC
DpaB	20750000	0.245	non-HFC
DpaB	20850000	0.22701	non-HFC
DpaB	20950000	0.22605	non-HFC
DpaB	21050000	0.16918	non-HFC
DpaB	21150000	0.22521	non-HFC
DpaB	21250000	0.24037	non-HFC
DpaB	21350000	0.24276	non-HFC
DpaB	21450000	0.17809	non-HFC
DpaB	21550000	0.25403	non-HFC
DpaB	21650000	0.24282	non-HFC
DpaB	21750000	0.23179	non-HFC
DpaB	21850000	0.22521	non-HFC
DpaB	21950000	0.28692	non-HFC
DpaB	22050000	0.30151	non-HFC
DpaB	22150000	0.20124	non-HFC
DpaB	22250000	0.25228	non-HFC
DpaB	22350000	0.27877	non-HFC
DpaB	22450000	0.21933	non-HFC
DpaB	22550000	0.21669	non-HFC
DpaB	22650000	0.19752	non-HFC
DpaB	22750000	0.2427	non-HFC
DpaB	22850000	0.25942	non-HFC
DpaB	22950000	0.20166	non-HFC
DpaB	23050000	0.20214	non-HFC
DpaB	23150000	0.20166	non-HFC
DpaB	23250000	0.23904	non-HFC
DpaB	23350000	0.26939	non-HFC
DpaB	23450000	0.20109	non-HFC
DpaB	23550000	0.15411	non-HFC
DpaB	23650000	0.24196	non-HFC
DpaB	23750000	0.10682	non-HFC
DpaB	23850000	0.2632364729458918	non-HFC
DpaB	23950000	0.19407	non-HFC
DpaB	24050000	0.20492	non-HFC
DpaB	24150000	0.19661	non-HFC
DpaB	24250000	0.16193	non-HFC
DpaB	24350000	0.19137	non-HFC
DpaB	24450000	0.20539	non-HFC
DpaB	24550000	0.26551	non-HFC
DpaB	24650000	0.20454	non-HFC
DpaB	24750000	0.23622	non-HFC
DpaB	24850000	0.25058	non-HFC
DpaB	24950000	0.14353	non-HFC
DpaB	25050000	0.1806	non-HFC
DpaB	25150000	0.36645	non-HFC
DpaB	25250000	0.1649	non-HFC
DpaB	25350000	0.23649	HFC
DpaB	25450000	0.25004	HFC
DpaB	25550000	0.28667	HFC
DpaB	25650000	0.24494	HFC
DpaB	25750000	0.1983	HFC
DpaB	25850000	0.25893	HFC
DpaB	25950000	0.24534	HFC
DpaB	26050000	0.26664	HFC
DpaB	26150000	0.2142	HFC
DpaB	26250000	0.28907	HFC
DpaB	26350000	0.29725	HFC
DpaB	26450000	0.30191	HFC
DpaB	26550000	0.27518	HFC
DpaB	26650000	0.25727	HFC
DpaB	26750000	0.3081	HFC
DpaB	26850000	0.1833	HFC
DpaB	26950000	0.25701	HFC
DpaB	27050000	0.32427	HFC
DpaB	27150000	0.30914	HFC
DpaB	27250000	0.28093	HFC
DpaB	27350000	0.29811	HFC
DpaB	27450000	0.25168	HFC
DpaB	27550000	0.40233	HFC
DpaB	27650000	0.37085	HFC
DpaB	27750000	0.3748	HFC
DpaB	27850000	0.35298	HFC
DpaB	27950000	0.23318	HFC
DpaB	28050000	0.33378	HFC
DpaB	28150000	0.23337	HFC
DpaB	28250000	0.23556	HFC
DpaB	28350000	0.21957	non-HFC
DpaB	28450000	0.27435	non-HFC
DpaB	28550000	0.24734	non-HFC
DpaB	28650000	0.23991	non-HFC
DpaB	28750000	0.12885	non-HFC
DpaB	28850000	0.41388	non-HFC
DpaB	28950000	0.2576953907815631	non-HFC
DpaB	29050000	0.24486	non-HFC
DpaB	29150000	0.26531	non-HFC
DpaB	29250000	0.16471	non-HFC
DpaB	29350000	0.17691	non-HFC
